ori,des,free_flow_time,,,,,
666,11224,0.59,,,,,
667,11112,0.36,,,,,
668,11116,0.41,,,,,
669,11200,0.28,,,,,
670,11198,0.32,,,,,
671,11208,0.43,,,,,
672,11217,0.46,,,,,
673,11106,0.28,,,,,
674,11122,0.63,,,,,
675,6438,0.99,,,,,
676,6680,0.71,,,,,
677,11101,0.48,,,,,
678,6438,0.88,,,,,
679,10893,0.46,,,,,
680,10867,0.93,,,,,
681,11130,0.34,,,,,
682,10877,0.49,,,,,
683,10882,0.44,,,,,
684,28909,1.99,,,,,
685,28799,0.09,,,,,
686,30632,0.11,,,,,
687,30608,0.14,,,,,
688,30631,0.24,,,,,
689,30588,0.09,,,,,
690,30590,0.09,,,,,
691,30587,0.12,,,,,
692,16460,0.23,,,,,
693,16460,0.55,,,,,
694,31052,0.14,,,,,
695,30655,0.16,,,,,
696,31061,0.16,,,,,
697,30761,0.24,,,,,
698,6383,0.2,,,,,
699,16451,0.18,,,,,
700,6377,0.32,,,,,
701,16455,0.13,,,,,
702,30793,0.14,,,,,
703,30656,0.1,,,,,
704,16449,0.2,,,,,
705,16443,0.29,,,,,
706,16444,0.18,,,,,
707,16444,0.2,,,,,
708,31054,0.13,,,,,
709,30756,0.16,,,,,
710,16459,0.26,,,,,
711,16463,0.23,,,,,
712,16467,0.18,,,,,
713,30685,0.12,,,,,
714,30683,0.09,,,,,
715,16461,0.11,,,,,
716,6309,0.21,,,,,
717,30757,0.23,,,,,
718,6329,0.22,,,,,
719,30758,0.1,,,,,
720,6310,0.24,,,,,
721,6385,0.21,,,,,
722,30762,0.15,,,,,
723,30810,0.25,,,,,
724,14082,0.14,,,,,
725,31057,0.19,,,,,
726,31059,0.29,,,,,
727,16448,0.24,,,,,
728,31036,0.82,,,,,
729,30901,0.21,,,,,
730,6289,0.26,,,,,
731,31062,0.26,,,,,
732,30658,0.18,,,,,
733,14085,0.55,,,,,
734,8734,0.49,,,,,
735,6376,0.38,,,,,
736,6185,0.57,,,,,
737,30895,0.15,,,,,
738,6225,0.2,,,,,
739,6172,0.22,,,,,
740,31010,0.33,,,,,
741,6230,0.17,,,,,
742,8532,0.15,,,,,
743,8534,0.19,,,,,
744,31008,0.15,,,,,
745,30900,0.16,,,,,
746,30926,0.19,,,,,
747,30925,0.17,,,,,
748,16499,0.16,,,,,
749,8692,0.23,,,,,
750,31011,0.31,,,,,
751,30763,0.18,,,,,
752,16490,0.11,,,,,
753,30666,0.15,,,,,
754,30779,0.18,,,,,
755,6224,0.42,,,,,
756,30668,0.2,,,,,
757,30778,0.44,,,,,
758,30917,0.24,,,,,
759,6317,0.24,,,,,
760,30662,0.09,,,,,
761,30927,0.14,,,,,
762,30781,0.1,,,,,
763,30887,0.33,,,,,
764,28910,0.49,,,,,
765,15545,0.37,,,,,
766,30886,0.61,,,,,
767,30885,0.36,,,,,
768,13995,0.27,,,,,
769,6301,0.21,,,,,
770,30780,0.28,,,,,
771,30912,0.16,,,,,
772,6355,0.23,,,,,
773,8863,0.28,,,,,
774,6284,0.22,,,,,
775,30914,0.18,,,,,
776,31033,0.23,,,,,
777,15546,0.54,,,,,
778,15545,0.28,,,,,
779,6107,0.36,,,,,
780,31049,0.17,,,,,
781,30898,0.18,,,,,
782,6239,0.48,,,,,
783,13059,0.65,,,,,
784,30903,0.21,,,,,
785,13062,0.19,,,,,
786,30896,0.09,,,,,
787,14007,0.33,,,,,
788,6245,0.14,,,,,
789,6220,0.2,,,,,
790,6238,0.63,,,,,
791,30904,0.17,,,,,
792,31034,0.09,,,,,
793,30909,0.17,,,,,
794,30908,0.2,,,,,
795,6336,0.22,,,,,
796,30913,0.16,,,,,
797,30918,0.11,,,,,
798,6313,0.16,,,,,
799,8824,0.47,,,,,
800,6283,0.31,,,,,
801,8861,0.54,,,,,
802,27603,0.14,,,,,
803,6101,0.26,,,,,
804,15553,0.39,,,,,
805,14002,0.22,,,,,
806,30777,0.18,,,,,
807,31018,0.28,,,,,
808,15550,0.3,,,,,
809,30907,0.08,,,,,
810,30911,0.33,,,,,
811,30915,0.19,,,,,
812,30772,0.14,,,,,
813,30888,0.23,,,,,
814,6160,0.31,,,,,
815,13075,0.24,,,,,
816,16521,0.13,,,,,
817,27644,0.24,,,,,
818,6216,0.17,,,,,
819,13064,0.26,,,,,
820,13063,0.32,,,,,
821,30776,0.13,,,,,
822,30775,0.42,,,,,
823,13066,0.36,,,,,
824,13067,0.14,,,,,
825,8776,0.21,,,,,
826,13080,0.23,,,,,
827,13022,0.24,,,,,
828,6307,0.25,,,,,
829,30905,0.21,,,,,
830,13015,0.33,,,,,
831,6340,0.14,,,,,
832,30922,0.25,,,,,
833,6373,0.18,,,,,
834,13016,0.28,,,,,
835,6015,0.39,,,,,
836,30706,0.17,,,,,
837,6062,0.41,,,,,
838,30682,0.14,,,,,
839,6138,0.09,,,,,
840,30681,0.11,,,,,
841,20639,0.16,,,,,
842,30891,0.27,,,,,
843,6187,0.2,,,,,
844,6186,0.36,,,,,
845,13068,0.11,,,,,
846,13070,0.09,,,,,
847,30897,0.13,,,,,
848,30889,0.05,,,,,
849,30894,0.14,,,,,
850,6268,0.15,,,,,
851,30707,0.18,,,,,
852,30708,0.14,,,,,
853,30919,0.07,,,,,
854,30716,0.16,,,,,
855,30892,0.31,,,,,
856,13046,0.24,,,,,
857,6319,0.42,,,,,
858,30767,0.33,,,,,
859,28617,0.11,,,,,
860,13032,0.16,,,,,
861,30717,0.22,,,,,
862,13024,0.2,,,,,
863,30934,0.17,,,,,
864,13025,0.13,,,,,
865,6337,0.2,,,,,
866,13023,0.2,,,,,
867,6039,0.17,,,,,
868,6117,0.42,,,,,
869,28004,0.56,,,,,
870,6269,0.42,,,,,
871,6363,0.61,,,,,
871,6388,0.85,,,,,
872,28250,0.53,,,,,
873,5969,0.69,,,,,
874,16607,0.48,,,,,
875,16588,0.72,,,,,
876,6208,0.67,,,,,
876,28005,0.6,,,,,
877,6251,0.92,,,,,
877,15742,0.77,,,,,
878,6323,0.36,,,,,
879,28000,0.37,,,,,
880,11192,0.64,,,,,
880,30649,0.29,,,,,
881,6048,0.54,,,,,
882,29202,0.17,,,,,
883,5947,0.19,,,,,
884,30413,0.27,,,,,
885,14749,0.13,,,,,
886,6344,0.65,,,,,
887,6320,0.28,,,,,
888,6078,0.5,,,,,
889,16596,0.38,,,,,
890,29203,0.23,,,,,
891,6267,0.46,,,,,
892,30390,0.72,,,,,
892,30391,0.29,,,,,
893,6218,0.58,,,,,
894,29210,0.49,,,,,
895,10824,0.64,,,,,
896,10870,0.62,,,,,
897,10825,0.67,,,,,
898,10835,0.27,,,,,
899,10847,0.55,,,,,
900,10611,0.3,,,,,
901,7906,0.22,,,,,
902,6621,0.66,,,,,
903,10840,1.08,,,,,
904,29347,1.11,,,,,
905,6454,2.29,,,,,
906,6575,0.95,,,,,
907,10347,0.2,,,,,
908,10357,0.35,,,,,
909,10543,0.4,,,,,
910,7109,0.34,,,,,
910,10542,0.56,,,,,
911,10334,0.79,,,,,
912,7093,1.51,,,,,
913,10449,0.86,,,,,
914,10340,0.66,,,,,
915,10220,1.67,,,,,
916,6477,4.31,,,,,
917,6783,1.25,,,,,
918,11036,0.83,,,,,
919,10800,0.26,,,,,
920,11035,0.36,,,,,
921,7467,0.69,,,,,
922,26149,0.22,,,,,
923,26143,0.27,,,,,
924,7331,0.29,,,,,
925,7227,0.56,,,,,
926,7259,0.28,,,,,
927,26135,0.31,,,,,
928,11051,0.63,,,,,
928,11149,0.77,,,,,
929,7452,1.33,,,,,
930,7132,0.24,,,,,
931,7212,0.28,,,,,
932,7222,0.16,,,,,
933,11085,0.69,,,,,
934,11087,0.98,,,,,
935,11070,0.21,,,,,
936,7108,0.36,,,,,
937,7169,0.44,,,,,
938,7206,0.47,,,,,
939,7198,0.43,,,,,
940,7265,0.49,,,,,
941,11088,0.72,,,,,
942,10955,0.33,,,,,
943,7235,0.5,,,,,
944,29357,0.43,,,,,
945,10991,0.47,,,,,
946,10793,0.84,,,,,
947,10769,0.6,,,,,
948,11040,0.84,,,,,
949,7512,0.7,,,,,
950,7479,0.81,,,,,
951,7515,0.66,,,,,
952,7354,0.87,,,,,
953,7434,0.57,,,,,
954,10424,0.5,,,,,
955,7459,0.59,,,,,
956,10413,0.64,,,,,
957,7302,0.43,,,,,
958,31560,0.21,,,,,
958,31561,0.21,,,,,
959,7264,0.71,,,,,
960,28197,0.11,,,,,
961,7319,0.37,,,,,
962,29359,0.63,,,,,
963,7423,0.76,,,,,
964,7428,0.81,,,,,
965,8335,0.94,,,,,
966,10919,0.41,,,,,
967,7449,0.47,,,,,
968,7360,0.56,,,,,
969,7425,0.54,,,,,
970,10636,0.57,,,,,
971,7103,1.75,,,,,
971,7204,1.78,,,,,
971,7207,2.58,,,,,
971,29356,1.7,,,,,
972,6993,0.61,,,,,
973,31402,0.36,,,,,
974,7204,1.02,,,,,
974,10685,0.76,,,,,
975,10740,0.76,,,,,
976,10722,0.83,,,,,
977,10704,0.6,,,,,
978,29355,1.03,,,,,
979,10683,0.51,,,,,
980,7295,0.66,,,,,
981,29358,0.6,,,,,
982,10644,0.5,,,,,
982,10645,0.32,,,,,
983,28711,0.32,,,,,
984,29353,0.68,,,,,
984,31365,1.05,,,,,
984,31376,0.7,,,,,
985,30223,0.39,,,,,
986,10670,0.19,,,,,
987,10626,0.51,,,,,
988,10631,0.62,,,,,
989,10623,1.12,,,,,
990,31399,0.44,,,,,
991,10598,0.4,,,,,
992,10573,0.54,,,,,
993,7276,0.53,,,,,
994,7362,0.45,,,,,
995,31362,0.92,,,,,
996,7367,0.43,,,,,
997,8333,0.32,,,,,
998,10398,1.26,,,,,
999,28916,1.54,,,,,
1000,10376,0.44,,,,,
1001,10387,0.35,,,,,
1002,31398,0.38,,,,,
1003,31407,0.23,,,,,
1004,10510,0.32,,,,,
1005,10453,0.7,,,,,
1006,10533,1.2,,,,,
1007,31396,0.53,,,,,
1008,10457,0.21,,,,,
1009,10372,0.63,,,,,
1010,31371,0.97,,,,,
1011,10492,0.17,,,,,
1012,10520,0.22,,,,,
1013,10470,0.29,,,,,
1014,10448,0.47,,,,,
1014,29071,0.49,,,,,
1015,29344,1.31,,,,,
1015,29346,0.57,,,,,
1016,7190,0.69,,,,,
1017,8363,0.69,,,,,
1017,29072,0.8,,,,,
1018,10440,0.45,,,,,
1019,10444,0.26,,,,,
1020,10196,0.68,,,,,
1020,28704,0.79,,,,,
1021,10332,0.37,,,,,
1022,29397,0.81,,,,,
1023,29396,0.53,,,,,
1024,31387,1.41,,,,,
1025,29463,0.61,,,,,
1026,30389,0.71,,,,,
1027,27415,0.54,,,,,
1028,5727,0.43,,,,,
1029,8146,0.34,,,,,
1030,26331,0.53,,,,,
1031,26353,0.59,,,,,
1032,6060,0.19,,,,,
1033,26379,0.17,,,,,
1034,27376,0.45,,,,,
1035,27362,1.39,,,,,
1035,27382,0.78,,,,,
1036,6028,0.68,,,,,
1036,27385,0.71,,,,,
1036,29200,0.71,,,,,
1037,7905,0.31,,,,,
1038,8151,0.57,,,,,
1038,13856,1.24,,,,,
1039,13843,0.54,,,,,
1040,13847,0.83,,,,,
1040,13864,0.74,,,,,
1041,25694,0.57,,,,,
1041,27368,0.27,,,,,
1042,26171,0.34,,,,,
1042,27413,1.12,,,,,
1043,27349,0.44,,,,,
1044,27371,1.09,,,,,
1044,30418,0.41,,,,,
1045,26164,0.26,,,,,
1046,27396,0.43,,,,,
1047,27280,0.51,,,,,
1047,27282,0.49,,,,,
1048,8200,1.08,,,,,
1048,28395,0.26,,,,,
1049,27340,0.52,,,,,
1050,13883,0.31,,,,,
1051,28400,0.24,,,,,
1051,30416,0.22,,,,,
1052,11144,0.66,,,,,
1053,20608,0.65,,,,,
1054,27424,0.91,,,,,
1055,8323,0.83,,,,,
1056,20622,0.71,,,,,
1057,20600,0.85,,,,,
1057,27331,0.37,,,,,
1058,8202,0.18,,,,,
1059,29197,0.43,,,,,
1059,29198,1.26,,,,,
1060,10132,0.81,,,,,
1060,10137,0.38,,,,,
1061,5977,1.13,,,,,
1062,9949,0.86,,,,,
1062,9971,0.33,,,,,
1063,9967,0.57,,,,,
1063,29394,0.59,,,,,
1064,8319,0.47,,,,,
1065,9955,0.52,,,,,
1066,8307,1.21,,,,,
1066,9914,1.41,,,,,
1067,29185,0.53,,,,,
1068,13504,0.19,,,,,
1069,27449,0.16,,,,,
1070,5579,1.39,,,,,
1070,27454,0.5,,,,,
1071,5303,0.18,,,,,
1072,8193,1.05,,,,,
1072,13483,0.98,,,,,
1073,11539,0.72,,,,,
1074,11579,0.5,,,,,
1074,28872,0.63,,,,,
1075,11624,0.43,,,,,
1076,8158,0.14,,,,,
1077,11685,0.43,,,,,
1078,11532,0.47,,,,,
1079,11610,0.24,,,,,
1080,11585,0.56,,,,,
1080,11639,0.58,,,,,
1081,8192,0.23,,,,,
1082,11690,0.42,,,,,
1083,8264,0.53,,,,,
1084,11558,0.51,,,,,
1085,11563,0.13,,,,,
1086,11588,0.35,,,,,
1087,11663,0.31,,,,,
1087,11664,0.19,,,,,
1088,11732,0.28,,,,,
1089,11733,0.15,,,,,
1090,5691,0.17,,,,,
1091,5138,0.38,,,,,
1092,11552,0.83,,,,,
1093,5334,0.24,,,,,
1094,11337,0.78,,,,,
1095,11352,0.66,,,,,
1096,10165,0.83,,,,,
1097,10174,0.62,,,,,
1098,5093,0.78,,,,,
1099,27328,0.3,,,,,
1100,27435,0.39,,,,,
1101,30400,0.26,,,,,
1102,28038,0.41,,,,,
1103,27312,0.31,,,,,
1104,8211,0.19,,,,,
1105,8282,0.37,,,,,
1105,30379,0.79,,,,,
1106,28045,0.18,,,,,
1107,5767,0.69,,,,,
1108,8305,0.52,,,,,
1109,20585,0.53,,,,,
1110,13785,0.72,,,,,
1111,13793,1.14,,,,,
1111,29193,1,,,,,
1112,5977,1.22,,,,,
1113,11375,0.72,,,,,
1114,11413,0.68,,,,,
1115,11417,0.79,,,,,
1116,5725,0.68,,,,,
1117,10158,0.59,,,,,
1118,11402,0.29,,,,,
1119,14670,0.57,,,,,
1120,5700,1.03,,,,,
1120,13788,0.46,,,,,
1121,11368,0.36,,,,,
1122,9929,0.66,,,,,
1123,14677,0.55,,,,,
1124,9997,0.42,,,,,
1125,7879,1.13,,,,,
1126,9878,0.63,,,,,
1127,9988,0.33,,,,,
1127,9990,0.31,,,,,
1128,9857,0.38,,,,,
1129,9777,0.51,,,,,
1130,9888,0.87,,,,,
1131,8297,1.15,,,,,
1132,28694,1.33,,,,,
1133,9450,1.13,,,,,
1134,8298,0.61,,,,,
1135,9668,0.71,,,,,
1135,29187,0.57,,,,,
1136,5783,0.88,,,,,
1137,5390,1.28,,,,,
1138,5462,0.72,,,,,
1138,5541,0.73,,,,,
1139,9757,0.3,,,,,
1140,5462,0.46,,,,,
1140,5568,0.54,,,,,
1140,9746,0.91,,,,,
1141,9703,0.58,,,,,
1141,9707,0.78,,,,,
1142,29195,1.15,,,,,
1143,5628,0.57,,,,,
1144,9658,0.75,,,,,
1144,9661,0.46,,,,,
1144,9689,1.38,,,,,
1145,5391,0.96,,,,,
1146,8285,0.32,,,,,
1146,29467,0.31,,,,,
1147,29186,0.73,,,,,
1147,29393,0.43,,,,,
1148,9617,0.54,,,,,
1149,8221,0.27,,,,,
1150,6173,0.61,,,,,
1151,9380,0.92,,,,,
1152,9606,0.53,,,,,
1153,9684,0.4,,,,,
1154,30222,0.17,,,,,
1155,29373,0.53,,,,,
1156,9630,0.9,,,,,
1157,9511,1.03,,,,,
1157,28895,1.06,,,,,
1158,6019,0.89,,,,,
1159,8325,0.48,,,,,
1160,28689,0.45,,,,,
1160,29392,0.62,,,,,
1161,9582,0.61,,,,,
1162,28897,0.55,,,,,
1163,9423,0.25,,,,,
1163,9424,0.34,,,,,
1164,5673,1.61,,,,,
1164,9562,1.36,,,,,
1165,28893,0.64,,,,,
1166,9495,0.31,,,,,
1167,9418,0.54,,,,,
1168,9415,0.51,,,,,
1169,33094,1.02,,,,,
1170,10005,0.31,,,,,
1171,9325,0.76,,,,,
1172,9328,1.04,,,,,
1173,4564,2.47,,,,,
1174,9290,0.71,,,,,
1174,9297,0.8,,,,,
1175,9308,1.12,,,,,
1176,9233,1.11,,,,,
1177,10057,0.74,,,,,
1178,10034,0.45,,,,,
1178,10035,0.73,,,,,
1179,30221,0.17,,,,,
1180,9217,0.37,,,,,
1181,28682,0.85,,,,,
1182,29391,1.07,,,,,
1183,9822,0.64,,,,,
1184,9818,0.21,,,,,
1185,9195,0.62,,,,,
1186,9235,1.28,,,,,
1187,4883,1.32,,,,,
1187,9237,2.16,,,,,
1188,9201,1,,,,,
1189,9809,0.58,,,,,
1190,9148,1.36,,,,,
1190,9159,0.74,,,,,
1191,8270,0.38,,,,,
1192,5284,0.52,,,,,
1193,29374,2.69,,,,,
1194,5164,0.88,,,,,
1195,9108,0.64,,,,,
1195,29161,1.55,,,,,
1196,9141,0.8,,,,,
1197,9172,0.58,,,,,
1198,8269,0.8,,,,,
1199,8348,2.1,,,,,
1200,28666,0.72,,,,,
1201,9086,0.91,,,,,
1201,9164,1.13,,,,,
1202,9125,0.82,,,,,
1203,28653,1.79,,,,,
1204,28651,0.67,,,,,
1205,9059,0.31,,,,,
1206,9337,1.25,,,,,
1207,4762,0.92,,,,,
1207,30404,0.52,,,,,
1208,30083,0.12,,,,,
1209,30220,0.34,,,,,
1210,28638,1.69,,,,,
1211,8972,1.11,,,,,
1212,8950,0.21,,,,,
1213,5641,0.76,,,,,
1214,14057,0.35,,,,,
1214,14059,0.53,,,,,
1215,14711,0.68,,,,,
1216,5556,0.16,,,,,
1217,14726,0.47,,,,,
1217,30386,0.41,,,,,
1218,5387,0.57,,,,,
1219,26385,0.23,,,,,
1220,28353,0.27,,,,,
1221,14729,0.42,,,,,
1222,14737,0.44,,,,,
1223,5880,0.5,,,,,
1224,14443,0.68,,,,,
1224,14448,0.44,,,,,
1225,14738,0.79,,,,,
1226,5528,0.25,,,,,
1227,29629,0.23,,,,,
1228,5599,0.3,,,,,
1229,16533,0.19,,,,,
1230,14431,0.62,,,,,
1231,14421,0.09,,,,,
1232,14587,0.1,,,,,
1233,14535,0.61,,,,,
1233,30382,0.52,,,,,
1234,16537,1.33,,,,,
1234,26371,0.67,,,,,
1235,16576,0.7,,,,,
1235,16580,0.44,,,,,
1236,14358,0.35,,,,,
1237,31007,0.19,,,,,
1238,5402,0.49,,,,,
1238,30376,0.43,,,,,
1239,5600,1.35,,,,,
1239,14608,1.18,,,,,
1239,14614,1.24,,,,,
1240,29188,0.75,,,,,
1241,5990,0.64,,,,,
1242,26189,0.51,,,,,
1243,5258,0.67,,,,,
1244,14416,0.26,,,,,
1245,14558,0.81,,,,,
1246,5758,0.81,,,,,
1247,30226,0.23,,,,,
1248,26308,0.66,,,,,
1248,29412,0.74,,,,,
1249,5241,0.5,,,,,
1250,8156,0.32,,,,,
1250,14371,0.62,,,,,
1250,14509,0.25,,,,,
1251,14405,0.23,,,,,
1252,13642,0.81,,,,,
1253,14567,0.24,,,,,
1254,14634,0.48,,,,,
1255,13412,0.39,,,,,
1256,13397,0.75,,,,,
1257,5168,1.06,,,,,
1257,8183,0.64,,,,,
1258,5412,1.6,,,,,
1258,14595,0.49,,,,,
1259,13436,0.3,,,,,
1260,13499,0.72,,,,,
1261,13369,0.4,,,,,
1262,8184,1.31,,,,,
1263,8454,0.98,,,,,
1264,14772,0.88,,,,,
1265,5095,0.96,,,,,
1265,13603,1.32,,,,,
1265,29167,1.21,,,,,
1266,8768,0.23,,,,,
1267,5187,0.65,,,,,
1268,5095,0.89,,,,,
1269,5087,0.87,,,,,
1269,29413,0.78,,,,,
1270,13571,0.85,,,,,
1271,4836,0.87,,,,,
1272,4995,0.5,,,,,
1273,14494,0.92,,,,,
1274,14458,0.45,,,,,
1275,26890,0.28,,,,,
1276,5008,0.26,,,,,
1277,5047,0.24,,,,,
1278,26310,0.4,,,,,
1279,13731,0.52,,,,,
1280,13567,0.18,,,,,
1281,26179,0.4,,,,,
1282,5013,0.39,,,,,
1283,13546,0.26,,,,,
1284,13562,0.62,,,,,
1285,8169,0.6,,,,,
1286,13247,1.04,,,,,
1287,4633,0.66,,,,,
1288,28849,0.5,,,,,
1289,29158,0.73,,,,,
1290,13693,0.37,,,,,
1290,13699,0.18,,,,,
1291,8764,0.83,,,,,
1292,29157,1.09,,,,,
1292,29159,1.35,,,,,
1293,12607,0.4,,,,,
1293,12611,0.77,,,,,
1294,4705,0.49,,,,,
1295,8738,0.32,,,,,
1295,30372,0.97,,,,,
1296,4899,0.61,,,,,
1297,4947,0.96,,,,,
1298,12627,0.89,,,,,
1299,4736,1.54,,,,,
1299,12633,1.52,,,,,
1299,12644,0.26,,,,,
1300,13691,0.26,,,,,
1301,4677,0.79,,,,,
1302,8033,0.63,,,,,
1303,13680,0.15,,,,,
1304,12583,0.47,,,,,
1304,29363,0.65,,,,,
1305,13324,0.6,,,,,
1305,13329,0.34,,,,,
1306,4962,0.48,,,,,
1307,12595,0.5,,,,,
1308,4715,0.66,,,,,
1309,30373,0.39,,,,,
1309,30397,0.4,,,,,
1310,8018,0.62,,,,,
1311,12559,2.04,,,,,
1312,29371,0.92,,,,,
1313,13228,0.84,,,,,
1314,4836,0.85,,,,,
1314,13220,0.86,,,,,
1315,13230,0.49,,,,,
1316,4812,0.84,,,,,
1317,4609,0.58,,,,,
1318,4813,1.1,,,,,
1319,4611,1.29,,,,,
1320,13089,0.58,,,,,
1320,13101,0.56,,,,,
1321,13235,1.48,,,,,
1321,13747,0.9,,,,,
1322,13103,0.74,,,,,
1323,13099,1.21,,,,,
1324,8134,0.33,,,,,
1325,13144,0.77,,,,,
1325,13146,0.77,,,,,
1326,13237,0.6,,,,,
1327,29411,0.59,,,,,
1328,29156,1.78,,,,,
1328,29372,1.2,,,,,
1329,13157,0.37,,,,,
1330,4898,0.46,,,,,
1330,13151,1,,,,,
1331,13258,0.44,,,,,
1332,8137,0.51,,,,,
1333,13181,0.36,,,,,
1334,28865,0.5,,,,,
1335,5020,0.7,,,,,
1336,10294,0.23,,,,,
1337,10302,0.2,,,,,
1337,29398,0.19,,,,,
1338,8214,0.76,,,,,
1339,4955,0.84,,,,,
1340,5027,0.6,,,,,
1341,10279,0.71,,,,,
1342,10097,0.67,,,,,
1343,11480,0.72,,,,,
1344,4783,0.83,,,,,
1345,4234,1.19,,,,,
1346,12004,0.53,,,,,
1347,8000,0.7,,,,,
1348,12225,0.46,,,,,
1349,8005,0.65,,,,,
1350,4305,0.86,,,,,
1351,4548,1.1,,,,,
1351,28374,1.43,,,,,
1352,4206,0.98,,,,,
1353,11780,1.36,,,,,
1353,12021,1.42,,,,,
1354,4306,0.83,,,,,
1354,12247,0.55,,,,,
1355,12715,0.28,,,,,
1356,30081,0.24,,,,,
1357,11757,0.66,,,,,
1357,11769,0.48,,,,,
1358,8003,0.96,,,,,
1359,12265,0.72,,,,,
1359,30352,0.67,,,,,
1360,29409,0.17,,,,,
1361,12711,0.19,,,,,
1362,4477,1.03,,,,,
1362,30405,0.79,,,,,
1363,4542,0.4,,,,,
1364,11776,0.71,,,,,
1364,29145,1.69,,,,,
1365,7955,0.38,,,,,
1366,7954,0.77,,,,,
1366,12268,0.73,,,,,
1367,29440,0.4,,,,,
1368,12726,0.8,,,,,
1369,12267,0.85,,,,,
1369,29152,0.77,,,,,
1370,8015,1.01,,,,,
1371,4532,0.81,,,,,
1372,4185,0.87,,,,,
1373,11922,0.59,,,,,
1374,11925,0.71,,,,,
1375,4307,0.77,,,,,
1375,29406,0.53,,,,,
1376,29408,0.64,,,,,
1377,29150,1.16,,,,,
1378,12360,1.01,,,,,
1379,4166,0.64,,,,,
1380,4189,0.8,,,,,
1381,11939,0.65,,,,,
1382,8006,0.25,,,,,
1383,12352,0.39,,,,,
1384,7966,0.36,,,,,
1385,12376,0.44,,,,,
1386,11918,0.93,,,,,
1387,12386,0.73,,,,,
1388,11883,0.66,,,,,
1389,12091,0.3,,,,,
1390,11954,1.06,,,,,
1391,4302,0.92,,,,,
1391,29364,1.15,,,,,
1392,29365,0.81,,,,,
1392,30398,1.09,,,,,
1393,29407,0.81,,,,,
1394,12093,0.54,,,,,
1395,3906,1.23,,,,,
1396,12083,0.88,,,,,
1397,19399,1.66,,,,,
1398,29133,0.79,,,,,
1399,12077,0.3,,,,,
1399,16934,0.77,,,,,
1400,3876,1.66,,,,,
1401,4140,1.15,,,,,
1402,12017,0.53,,,,,
1403,12018,0.21,,,,,
1404,19424,0.88,,,,,
1405,12034,0.97,,,,,
1405,29402,0.56,,,,,
1406,4113,0.52,,,,,
1407,32934,0.3,,,,,
1408,29401,0.62,,,,,
1408,29403,0.41,,,,,
1409,12496,0.66,,,,,
1410,7987,0.85,,,,,
1411,12051,0.53,,,,,
1412,7992,0.49,,,,,
1413,19405,1.43,,,,,
1413,29439,1.5,,,,,
1414,19459,0.75,,,,,
1415,7984,0.9,,,,,
1416,19449,0.74,,,,,
1417,11971,0.64,,,,,
1418,11797,0.56,,,,,
1419,11817,0.41,,,,,
1420,29138,0.46,,,,,
1421,12480,0.45,,,,,
1422,8042,0.71,,,,,
1423,11808,0.77,,,,,
1423,29362,0.39,,,,,
1424,11826,0.92,,,,,
1425,29369,0.57,,,,,
1426,29367,0.56,,,,,
1427,11835,0.77,,,,,
1427,11841,0.57,,,,,
1428,20488,0.54,,,,,
1429,22826,0.7,,,,,
1430,8107,0.68,,,,,
1431,12542,0.7,,,,,
1432,8070,0.99,,,,,
1433,12144,1.06,,,,,
1434,12160,0.71,,,,,
1434,28720,0.82,,,,,
1435,12176,0.7,,,,,
1436,29149,0.88,,,,,
1437,29404,0.93,,,,,
1438,12124,0.91,,,,,
1439,12192,0.4,,,,,
1440,12191,0.52,,,,,
1440,27835,0.37,,,,,
1440,30339,0.45,,,,,
1441,12177,0.57,,,,,
1441,12189,1.03,,,,,
1442,12538,0.99,,,,,
1442,30351,1.69,,,,,
1443,27803,0.9,,,,,
1443,27819,0.86,,,,,
1444,4162,0.71,,,,,
1445,12189,0.72,,,,,
1445,30350,0.46,,,,,
1446,4400,0.64,,,,,
1447,4412,1.13,,,,,
1448,4054,1.12,,,,,
1449,4214,0.55,,,,,
1450,27843,0.28,,,,,
1451,30272,0.15,,,,,
1452,12291,0.82,,,,,
1452,12294,0.99,,,,,
1453,29625,1.28,,,,,
1454,12208,0.79,,,,,
1454,12210,0.64,,,,,
1455,22853,0.63,,,,,
1456,8069,0.81,,,,,
1457,22890,1.14,,,,,
1457,29077,1.58,,,,,
1458,22924,0.76,,,,,
1459,12306,0.59,,,,,
1460,12305,1.06,,,,,
1461,8072,0.8,,,,,
1462,8128,1.06,,,,,
1463,12303,0.79,,,,,
1464,28124,0.75,,,,,
1465,4078,0.6,,,,,
1466,12320,0.85,,,,,
1467,22896,0.65,,,,,
1467,29445,1.63,,,,,
1468,20494,0.66,,,,,
1469,28130,0.43,,,,,
1470,22911,0.32,,,,,
1471,4239,0.76,,,,,
1472,12329,0.35,,,,,
1473,8103,0.67,,,,,
1474,20513,1.52,,,,,
1474,20519,1.32,,,,,
1475,11157,0.71,,,,,
1475,12334,0.51,,,,,
1476,12335,0.31,,,,,
1477,11154,0.53,,,,,
1478,29400,0.16,,,,,
1479,10016,0.35,,,,,
1480,4225,8.43,,,,,
1480,4398,1.02,,,,,
1481,8059,2.42,,,,,
1482,19499,0.83,,,,,
1483,19500,0.25,,,,,
1484,27782,1.16,,,,,
1485,19508,0.9,,,,,
1486,29101,2.99,,,,,
1487,29125,1.31,,,,,
1487,29370,0.47,,,,,
1488,28189,1.5,,,,,
1489,22828,0.86,,,,,
